"TIME","GEO","CURRENCY","POST","FLOW","PARTNER","Value","Flag and Footnotes"
"2009","Netherlands","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","29 671",""
"2010","Netherlands","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","45 729",""
"2011","Netherlands","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","60 990",""
"2012","Netherlands","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","59 705",""
"1975","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1976","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1977","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1978","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1979","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1980","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 192",""
"1981","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 190",""
"1982","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","724",""
"1983","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","204",""
"1984","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-268",""
"1985","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-108",""
"1986","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","206",""
"1987","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-162",""
"1988","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-192",""
"1989","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","236",""
"1990","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","964",""
"1991","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","48",""
"1992","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-104",""
"1993","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-496",""
"1994","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 816",""
"1995","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-5 299",""
"1996","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-5 313",""
"1997","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-4 524",""
"1998","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-3 121",""
"1999","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-3 321",""
"2000","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 529",""
"2001","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 753",""
"2002","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","5 871",""
"2003","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","3 774",""
"2004","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","5 090",""
"2005","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","5 343",""
"2006","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","7 256",""
"2007","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","9 619",""
"2008","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","13 757",""
"2009","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","7 487",""
"2010","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","9 740",""
"2011","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","4 081",""
"2012","Austria","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","5 465",""
"1975","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1976","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1977","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1978","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1979","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1980","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1981","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1982","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1983","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1984","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1985","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1986","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1987","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1988","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1989","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1990","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1991","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1992","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1993","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1994","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","803",""
"1995","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","653",""
"1996","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-2 572",""
"1997","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-5 072",""
"1998","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-6 156",""
"1999","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-11 719",""
"2000","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-11 189",""
"2001","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-6 642",""
"2002","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-5 919",""
"2003","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-4 880",""
"2004","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-10 735",""
"2005","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-5 863",""
"2006","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-10 421",""
"2007","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-19 253",""
"2008","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-23 818",""
"2009","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-12 059",""
"2010","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-18 121",""
"2011","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-17 974",""
"2012","Poland","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-13 484",""
"1975","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1976","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1977","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1978","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1979","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1980","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1981","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1982","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1983","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1984","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1985","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1986","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1987","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1988","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1989","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1990","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1991","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1992","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1993","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","280",""
"1994","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 283",""
"1995","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-121",""
"1996","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-3 874",""
"1997","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-5 978",""
"1998","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-7 813",""
"1999","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-10 313",""
"2000","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-13 167",""
"2001","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-13 879",""
"2002","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-11 574",""
"2003","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-9 230",""
"2004","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-12 432",""
"2005","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-15 924",""
"2006","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-17 186",""
"2007","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-17 105",""
"2008","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-21 736",""
"2009","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-18 402",""
"2010","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-18 269",""
"2011","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-11 982",""
"2012","Portugal","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-2 558",""
"1975","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1976","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1977","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1978","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1979","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1980","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1981","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1982","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1983","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1984","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1985","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1986","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1987","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1988","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1989","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1990","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1991","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-128 331",""
"1992","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-36 329",""
"1993","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-12 167",""
"1994","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 733",""
"1995","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 356",""
"1996","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-2 022",""
"1997","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 860",""
"1998","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-2 593",""
"1999","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 348",""
"2000","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 475",""
"2001","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-2 484",""
"2002","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 612",""
"2003","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-3 112",""
"2004","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-5 102",""
"2005","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-6 876",""
"2006","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-10 220",""
"2007","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-16 758",""
"2008","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-16 178",""
"2009","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-4 938",""
"2010","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-5 476",""
"2011","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-5 936",""
"2012","Romania","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-5 264",""
"1975","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1976","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1977","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1978","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1979","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1980","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1981","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1982","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1983","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1984","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1985","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1986","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1987","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1988","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1989","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1990","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1991","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1992","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1993","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1994","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","483",""
"1995","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-48",""
"1996","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","37",""
"1997","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","46",""
"1998","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-109",""
"1999","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-661",""
"2000","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-579",""
"2001","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","38",""
"2002","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","250",""
"2003","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-195",""
"2004","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-717",""
"2005","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-498",""
"2006","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-772",""
"2007","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 646",""
"2008","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-2 295",""
"2009","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-246",""
"2010","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-210",""
"2011","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","1",""
"2012","Slovenia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","817",""
"1975","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1976","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1977","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1978","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1979","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1980","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1981","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1982","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1983","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1984","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1985","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1986","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1987","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1988","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1989","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1990","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1991","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1992","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1993","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world",":",""
"1994","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","558",""
"1995","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","298",""
"1996","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 649",""
"1997","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 723",""
"1998","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 898",""
"1999","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 084",""
"2000","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-752",""
"2001","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 951",""
"2002","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-2 052",""
"2003","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 748",""
"2004","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-2 664",""
"2005","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-3 262",""
"2006","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-3 490",""
"2007","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-2 912",""
"2008","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-4 021",""
"2009","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 627",""
"2010","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-2 454",""
"2011","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","-1 428",""
"2012","Slovakia","Million euro (from 1.1.1999)/Million ECU (up to 31.12.1998)","Current account","Net","All countries of the world","1 613",""
